Id,price,name,neighborhood_overview,host_id,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
KGXSV,134.0,Rental unit in Oakland · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,34007109,2015-05-22,"San Francisco, CA","At TwoSuitcase Company, we pride ourselves on offering comfortable and flexible accommodations for travelers who value the convenience of traveling with just two suitcases. Each of the properties in our network is fully equipped to ensure that our guests feel at home from the moment they arrive. With years of experience as a host dating back to 2012, we are committed to providing prompt communication and delivering results to ensure that each stay is enjoyable and memorable. We are grateful for the opportunity to host you at one of our TwoSuitcase homes, and look forward to welcoming you as a guest.",within an hour,100%,100%,t,20.0,"['email', 'phone']",t,t,Oakland Ave-Harrison St,37.81657453122559,-122.2611862572966,Entire rental unit,Entire home/apt,4,1 bath,,2.0,[],14,730,1,5,730,730,4.6,730.0,t,18,48,78,353,6,6,0,2023-06-17,2023-09-30,5.0,5.0,5.0,4.83,5.0,5.0,4.83,t
JMGYV,50.0,Home in San Francisco · 1 bedroom · 1 bed · 5 baths,"Walk-score 98/100<br />Transportation score 98/100<br />Street parking<br />Located in the Lower Haight neighborhood<br />Weekly cleaning of the common areas   <br />0.2 mile, 6 minutes walk to Whole Foods Market<br />0.2 mile, 6 minutes walk to Safeway Grocery and Pharmacy<br />250 ft, 2 minutes walk to Taco Bell<br />800 ft, 4 minutes walk to Mission Beach Cafe<br />15-20 min by bike/car/transport to Downtown",267895362,2019-06-11,"San Francisco, CA","Hacknsleep,com - we create a friendly co-living environment and provide rooms for carefully chosen members in newly remodeled houses conveniently located in Silicon Valley since 2015.
",within a day,100%,0%,f,73.0,"['email', 'phone']",t,t,Western Addition,37.77095,-122.42522,Private room in home,Private room,2,5 baths,,1.0,"[""Security cameras on property"", ""Dishwasher"", ""Hair dryer"", ""TV"", ""Air conditioning"", ""Smoke alarm"", ""Oven"", ""Fire extinguisher"", ""Coffee maker"", ""Dryer"", ""Washer"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Hangers"", ""Wifi"", ""Keypad"", ""Heating"", ""BBQ grill"", ""Kitchen"", ""First aid kit"", ""Lock on bedroom door"", ""Refrigerator"", ""Essentials"", ""Stove"", ""Self check-in"", ""Long term stays allowed"", ""Microwave""]",365,1125,365,365,1125,1125,365.0,1125.0,t,30,60,90,365,0,0,0,,,,,,,,,,f
ZNCUJ,53.0,Aparthotel in San Francisco · ★4.51 · Studio · 1 bed · 1 private bath,"With its prime location in the Nob Hill District, The Dorel allows you to easily explore all that San Francisco has to offer. <br /> <br />Visit nearby attractions such as Union Square, Fisherman's Wharf, and Chinatown, all just a short distance away. <br /> <br />The neighborhood also offers a variety of dining options, ranging from trendy cafes to upscale restaurants.",253575857,2019-04-06,"San Francisco, CA",Dorel SF Living,within an hour,97%,99%,t,33.0,"['email', 'phone']",t,f,Nob Hill,37.7902,-122.42019,Room in aparthotel,Private room,2,1 private bath,,1.0,"[""Paid dryer \u2013 In building"", ""Security cameras on property"", ""Paid washer \u2013 In building"", ""Hair dryer"", ""TV"", ""Lockbox"", ""Smoke alarm"", ""Coffee maker"", ""Private entrance"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Hangers"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hot water"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Shampoo"", ""Dishes and silverware"", ""Long term stays allowed""]",1,28,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,34,20,1,2021-09-27,2023-11-05,4.51,4.6,4.74,4.83,4.71,4.54,4.34,f
UHNAN,119.0,Condo in San Jose · ★4.84 · 1 bedroom · 1 bed · 1 bath,One parking spot in the rear of the building. A half block walk to many shops and restaurants on famous Lincoln Avenue in Willow Glen.,290747404,2019-09-01,,,,,,f,5.0,"['email', 'phone']",t,t,San Jose,37.308281,-121.90213,Entire condo,Entire home/apt,2,1 bath,,1.0,[],3,180,3,3,180,180,3.0,180.0,t,0,0,0,0,37,10,0,2021-11-05,2023-11-03,4.84,4.87,4.97,4.97,4.95,4.97,4.82,f
RDEMZ,400.0,Rental unit in San Francisco · ★4.79 · 2 bedrooms · 2 beds · 1 bath,"Quiet, sunny neighborhood in Potrero hill.  Walkable to Whole Foods, coffee shops,  parks, gyms, and great local restaurants.",19521091,2014-08-05,"San Francisco, CA",,within an hour,100%,97%,f,1.0,"['email', 'phone']",t,t,Mission,37.76478,-122.40694,Entire rental unit,Entire home/apt,4,1 bath,,2.0,"[""Dining table"", ""Coffee"", ""Hot water kettle"", ""AC - split type ductless system"", ""Hair dryer"", ""Dishwasher"", ""Smoke alarm"", ""Toaster"", ""Luggage dropoff allowed"", ""Heating - split type ductless system"", ""Coffee maker: Nespresso"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""HDTV"", ""Fire extinguisher"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Rice maker"", ""Wine glasses"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Extra pillows and blankets"", ""Hangers"", ""Wifi"", ""Freezer"", ""Cleaning available during stay"", ""Kitchen"", ""Hot water"", ""Dedicated workspace"", ""First aid kit"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Body soap"", ""Bathtub"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Free driveway parking on premises \u2013 1 space"", ""Smart lock"", ""Shampoo"", ""Dishes and silverware"", ""Bertazzoni gas stove"", ""Long term stays allowed"", ""Baking sheet"", ""Stainless steel oven"", ""Bed linens"", ""Microwave""]",3,1125,3,3,1125,1125,3.0,1125.0,t,29,53,83,357,19,14,2,2022-09-22,2023-11-25,4.79,4.84,4.79,4.89,4.95,4.68,4.63,f
FCFQ1,273.0,Rental unit in Mountain View · 1 bedroom · 1 bed · 1 bath,"This furnished apartment is located in Mountain View, in Santa Clara County. It’s named for unbeatable views of the Santa Cruz Mountains. Situated in the southern end of the San Francisco Bay Area, residents enjoy the many parks, specifically Shoreline Park, which is the largest in Mountain View and includes an amphitheater and golf course. Go for a walk or run on the San Francisco Bay Trail. In addition, Stevens Creek goes through Mountain View and empties in Shoreline. A paved path for pedestrians and bikes runs alongside the creek, which is ideal for nature lovers. The nearby cities of Palo Alto, Los Altos and Sunnyvale are all easily connected by bus and rail service.",107434423,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,4868.0,"['email', 'phone', 'work_email']",t,t,Mountain View,37.3858787,-122.0544979,Entire rental unit,Entire home/apt,2,1 bath,,1.0,[],31,1125,360,360,1125,1125,360.0,1125.0,t,0,0,0,0,0,0,0,,,,,,,,,,f
QFWFX,105.0,Guesthouse in San Jose · 1 bedroom · 1 bed · 1 bath,,942204,2011-08-08,"St. Petersburg, FL","My Name is Gabriel Meza. Currently working as President of BeachWealth Inc an Investment firm in St Pete, Florida USA.

Any additional questions? :)

",within an hour,100%,83%,f,2.0,"['email', 'phone', 'work_email']",t,t,San Jose,37.3174162,-121.8862118,Entire guesthouse,Entire home/apt,2,1 bath,,1.0,[],5,365,5,5,365,365,5.0,365.0,t,27,57,87,362,2,2,0,2023-05-13,2023-05-26,4.5,5.0,5.0,4.0,4.5,5.0,5.0,f
43VQG,80.0,Rental unit in Oakland · ★4.79 · 1 bedroom · 1 bed · 1 bath,"This is an urban neighborhood, mostly residential.  There are eateries available during the day but dining in the evening is best sought in downtown Oakland or San Francisco, a short BART or Uber ride away.  BART is only one and a half blocks from our front door and you can reach either location in 10-15 minutes.",4085797,2012-11-07,"San Francisco, CA","I live in Oakland, California and love the City and it’s people.  Since I retired, I spend much of my time in Puerto Vallarta, Mexico where I feel very at home as well.  I began doing airbnb some years ago and enjoy sharing my home with guests from all over the world.  I co-host with my daughter Ariel when she is in the area.  Our goal is to make your stay comfortable and carefree.  ",within an hour,100%,100%,t,3.0,"['email', 'phone']",t,t,Prescott,37.80765,-122.29689,Entire rental unit,Entire home/apt,2,1 bath,,1.0,[],3,28,3,3,28,1125,3.0,1059.4,t,29,59,89,179,100,19,2,2018-10-15,2023-12-10,4.79,4.88,4.77,4.92,4.95,4.44,4.81,f
RYTLG,250.0,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,"Popular, quiet and centrally located Russian Hill neighborhood with easy access to numerous tourist attractions and local amenities. Highly walkable.",106963072,2016-12-11,"San Francisco, CA",,,,,f,1.0,"['email', 'phone']",t,f,Russian Hill,37.79739,-122.41443,Entire rental unit,Entire home/apt,4,1 bath,,1.0,"[""Hair dryer"", ""TV"", ""Dishwasher"", ""Smoke alarm"", ""Oven"", ""Free street parking"", ""Fire extinguisher"", ""Patio or balcony"", ""Coffee maker"", ""Private entrance"", ""Dryer"", ""Washer"", ""Carbon monoxide alarm"", ""Single level home"", ""Hangers"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Essentials"", ""Stove"", ""Backyard"", ""Shampoo"", ""Dishes and silverware"", ""Bed linens"", ""Microwave""]",30,45,30,30,45,45,30.0,45.0,f,0,0,0,0,0,0,0,,,,,,,,,,f
XDKBP,40.0,Home in San Francisco · ★New · 1 bedroom · 1 bed · 1 bath,,188629986,2018-05-09,"New York, United States",,a few days or more,0%,0%,f,4.0,['phone'],t,t,South of Market,37.77727,-122.40759,Private room in home,Private room,1,1 bath,,1.0,"[""Heating"", ""Fire extinguisher"", ""Kitchen"", ""TV"", ""Washer"", ""Dryer"", ""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""Gym"", ""Hangers"", ""Wifi""]",31,365,31,31,365,365,31.0,365.0,t,30,34,56,235,0,0,0,,,,,,,,,,f
WOAPD,175.0,Rental unit in San Jose · 2 bedrooms · 2 beds · 2 baths,"This furnished apartment is located in San Jose. With 1 million residents, San Jose is the third most populous city in California. Some of the most well-known tech companies are based in San Jose’s bustling downtown. San Pedro Square Market is also downtown and is a street market, with lots of outdoor patio style seating and international cuisine offerings. Other popular venues include the San Jose Center for the Performing Arts, hosting musicals, operas, ballet shows and the Japanese Friendship Garden.",107434423,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,4868.0,"['email', 'phone', 'work_email']",t,t,San Jose,37.3085482,-121.9237111,Entire rental unit,Entire home/apt,4,2 baths,,2.0,[],31,1125,31,365,1125,1125,350.3,1125.0,t,0,0,0,264,0,0,0,,,,,,,,,,f
YWS5F,182.0,Home in San Francisco · ★5.0 · 2 bedrooms · 3 beds · 2 baths,"Your gated cottage, patio, and deck is a centrally-located urban oasis tucked back from a small street in South of Market (aka SoMa) a short walk to Showplace Square, China Basin, and Mission Bay. The surrounding flat neighborhood is urban, post-industrial, very near the San Francisco Design Center, Oracle Park (the baseball stadium where the SF Giants play), UCSF, the Orpheum Theatre, and the Moscone Center. <br /><br />Walking distance to several Michelin star restaurants, cafes, grocery stores,  casual local eateries, bars, and nightclubs, as well as movie theaters, the Metreon, SF MOMA, and SF Design Center shopping. The cottage has a top-rated walk/ public transit Score of 97-100. <br /><br />You're close to Whole Foods, Trader Joe's and Safeway and several fave local restaurants including Marlowe and coffee spots including Sightglass, Philz, and Peets.<br /><br />Oracle Park (the baseball stadium where the SF Giants play) is just a 10-minute walk from the cottage. <br /><br />Fro",751675,2011-06-27,"San Francisco, CA","I love traveling and meeting new people and making friends all over the world. 

My husband and I have lived in many places in California and Oregon, and we love traveling throughout the West Coast as well as the rest of the United States  and throughout the world.",within an hour,100%,100%,t,1.0,"['email', 'phone']",t,t,South of Market,37.77441,-122.40162,Entire home,Entire home/apt,5,2 baths,,3.0,"[""Garden view"", ""Dining table"", ""Security cameras on property"", ""Coffee"", ""Hot water kettle"", ""Kiehl's shampoo"", ""Hair dryer"", ""Dishwasher"", ""Lockbox"", ""Kiehl's Hair Conditioner and Grooming Aid Formula 133 conditioner"", ""Ethernet connection"", ""Smoke alarm"", ""Laundromat nearby"", ""Sun loungers"", ""Outdoor dining area"", ""Wolf stainless steel oven"", ""Mrs. Meyer's Clean Day Body Wash body soap"", ""Toaster"", ""Luggage dropoff allowed"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Pets allowed"", ""Fire extinguisher"", ""Private entrance"", ""Room-darkening shades"", ""Safe"", ""Exercise equipment: free weights, yoga mat"", ""Central heating"", ""Wine glasses"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Fridigaire refrigerator"", ""Extra pillows and blankets"", ""Hangers"", ""Wolf stainless steel stove"", ""Free residential garage on premises \u2013 2 spaces"", ""Freezer"", ""Bidet"", ""Kitchen"", ""Paid parking lot off premises"", ""Hot water"", ""Dedicated workspace"", ""Theme room"", ""First aid kit"", ""Shower gel"", ""Cleaning products"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Portable fans"", ""Essentials"", ""Outdoor furniture"", ""Clothing storage: walk-in closet"", ""68\"" HDTV with Netflix, Apple TV, Hulu, Amazon Prime Video"", ""Self check-in"", ""Dishes and silverware"", ""Long term stays allowed"", ""Fast wifi \u2013 395 Mbps"", ""Baking sheet"", ""Private patio or balcony"", ""Bed linens"", ""Microwave""]",30,180,30,30,1125,1125,30.0,1125.0,t,1,27,57,292,9,4,0,2021-11-20,2023-09-10,5.0,5.0,5.0,5.0,5.0,4.56,4.78,f
N15XO,43.0,Home in San Jose · 1 bedroom · 1 bed · 1.5 shared baths,,486074137,2022-11-02,"San Jose, CA","Hi I'm Christine, nice to share my house with you, hope you enjoy staying here every day and night.
Hi 我是Christine, 很高兴和您分享我的房源，广交来自各地的朋友。",within a day,100%,50%,f,2.0,['phone'],t,t,Unincorporated Areas,37.32124,-121.93552,Private room in home,Private room,1,1.5 shared baths,,1.0,[],31,365,31,31,365,365,31.0,365.0,t,0,0,0,172,1,1,0,2023-08-19,2023-08-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
U8KV0,360.0,Serviced apartment in San Francisco · ★4.87 · 2 bedrooms · 4 beds · 2 baths,"Central location in SoMa (South of Market district). This is a quiet residential street in heart of SF tech businesses. Close to every major tech company in the Bay Area. Great coffee places like Sightglass and Bluebottle are 10 minute walks. Because of the central location, you can go almost anywhere for great SF food too.<br /><br />Union Square - 15 Minute Walk<br />Westfield Mall (main shopping mall in SF) - 9 Minute Walk<br />Moscone Convention Center - 7 Minute Walk<br />SF Museum of Modern Art - 8 Minute Walk<br />Salesforce Tower Park - 15 Minute Walk<br />SF Ferry Building - 30 Minute Walk<br />Chinatown - 30 Minute Walk<br />Oracle Park (Baseball Stadium) - 20 Minute Walk",7488407,2013-07-15,"San Francisco, CA","Grew up in the Bay Area and working as an IT Consultant. Biking, rock climbing, wake boarding and any other outdoor sports.",within an hour,100%,100%,t,1.0,"['email', 'phone']",t,t,South of Market,37.778259,-122.404053,Entire serviced apartment,Entire home/apt,6,2 baths,,4.0,"[""Dining table"", ""Security cameras on property"", ""Hot water kettle"", ""Hair dryer"", ""Dishwasher"", ""Ethernet connection"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Fire extinguisher"", ""Generic shampoo"", ""Clothing storage: closet"", ""Generic conditioner"", ""Samsung refrigerator"", ""Central heating"", ""City skyline view"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hangers"", ""Freezer"", ""Kitchen"", ""Paid parking lot off premises"", ""Hot water"", ""50\"" HDTV with Amazon Prime Video, Netflix"", ""Dedicated workspace"", ""First aid kit"", ""Cleaning products"", ""Shower gel"", ""Central air conditioning"", ""Portable fans"", ""Generic body soap"", ""Essentials"", ""Outdoor furniture"", ""Self check-in"", ""Smart lock"", ""Dishes and silverware"", ""Fast wifi \u2013 241 Mbps"", ""Long term stays allowed"", ""Private patio or balcony"", ""Baking sheet"", ""Sonos sound system"", ""Stainless steel oven"", ""Bed linens"", ""Samsung stainless steel gas stove"", ""Microwave""]",2,1125,2,2,1125,1125,2.0,1125.0,t,16,16,36,305,39,24,2,2022-03-28,2023-11-26,4.87,4.9,4.9,4.95,4.97,4.41,4.54,f
ZT048,179.0,Hotel in San Francisco · ★4.89 · Studio · 2 beds · 1 bath,Lunch at the Rotunda Restaurant in Nieman Marcus.  Great food and great view of Union Square!,6346492,2013-05-12,"Los Angeles, CA","At this point in my life, my only hobbies are whatever I am doing with my amazing young daughters.  Some may call it boring. I call it joy.

I am a timeshare owner who loves to travel. Timeshares (resale, NEVER EVER direct from developer NO MATTER WHAT) have immeasurably enhanced my family's travel lifestyle.",,,,f,57.0,"['email', 'phone']",t,f,Downtown/Civic Center,37.78849,-122.40916,Room in hotel,Private room,4,1 bath,,2.0,"[""Essentials"", ""Heating"", ""Hot tub"", ""Self check-in"", ""Shampoo"", ""Building staff"", ""Hair dryer"", ""Gym"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Iron"", ""Smoke alarm"", ""Elevator"", ""Hangers"", ""Wifi"", ""TV with standard cable""]",2,15,2,2,15,15,2.0,15.0,f,0,0,0,0,44,0,0,2014-05-10,2017-01-24,4.89,4.88,4.95,4.9,4.95,4.93,4.85,f
02WNX,320.0,Townhouse in San Francisco · ★4.91 · 4 bedrooms · 4 beds · 2 baths,"We are in Hayes Valley which is a destination for those around the city and beyond. Our neighborhood boasts, parks, restaurants for foodies to burrito lovers, cafes, spots to grab a drink to take a break, 3 ice cream vendor- can you ever have enough!!!",6456352,2013-05-18,"San Francisco, CA","We are a family of four, love living in the city. I am a teacher, my husband is a consultant. We have lived in the Bay Area for 10 years. We go to parks, hikes, love picnics at the beach. and dinners out.",within a day,100%,43%,f,1.0,"['email', 'phone']",t,t,Western Addition,37.77558,-122.42929,Entire townhouse,Entire home/apt,6,2 baths,,4.0,"[""Hair dryer"", ""TV"", ""Lockbox"", ""Smoke alarm"", ""Fire pit"", ""Outdoor dining area"", ""Coffee maker"", ""Dryer"", ""Washer"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Hangers"", ""Wifi"", ""Heating"", ""BBQ grill"", ""Kitchen"", ""Dedicated workspace"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Backyard"", ""Dishes and silverware""]",3,21,3,3,21,21,3.0,21.0,t,0,0,0,30,11,5,0,2021-06-21,2023-07-26,4.91,4.82,4.73,4.73,5.0,4.91,4.73,f
SNAQP,120.0,Home in Santa Cruz · ★5.0 · 1 bedroom · 1 bed · 1 bath,,87060559,2016-07-31,,"I am a Santa Cruz local, world traveler, and look forward to hosting you in your private studio",within an hour,100%,91%,t,2.0,"['email', 'phone']",t,t,Unincorporated Areas,37.00597809077714,-121.97225771888186,Private room in home,Private room,2,1 bath,,1.0,[],2,28,2,2,28,28,2.0,28.0,t,29,59,88,88,5,5,0,2023-08-06,2023-09-28,5.0,5.0,4.8,5.0,5.0,5.0,5.0,t
IXDLI,283.0,Loft in San Francisco · ★4.80 · 2 bedrooms · 4 beds · 2 baths,"Located on the corner of Spear and Harrison Streets, this luxury loft is in an amazing location just 1 block to the Embarcadero Waterfront and public transportation and many of San Francisco's finest restaurants. Here are some of our favorites: <br /><br />* Prospect Restaurant (1 block away)<br />* Palomino Restaurant (kiddie corner)<br />* Crunch Gym (kiddie corner)<br />* The Ferry Building (Peet's Coffee, Gott's Roadside,<br /> Hog Island Oyster, Market Bar, Cowgirl Creamery)<br />* Woodland's Market (groceries; 2.5 blocks)<br />* Speciality's Deli (3 blocks), Eatsa (3 blocks)<br />* Pampered Hands Nail Salon (3 blocks)",201414298,2018-07-10,,,,,,f,1.0,"['email', 'phone']",t,t,South of Market,37.78818,-122.38828,Entire loft,Entire home/apt,5,2 baths,,4.0,"[""Hair dryer"", ""TV"", ""Lockbox"", ""Smoke alarm"", ""Oven"", ""Free parking on premises"", ""Fire extinguisher"", ""Coffee maker"", ""Private entrance"", ""Dryer"", ""Washer"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Extra pillows and blankets"", ""Hangers"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hot water"", ""Dedicated workspace"", ""First aid kit"", ""Refrigerator"", ""Essentials"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Dishes and silverware"", ""Bed linens"", ""Microwave""]",365,1125,365,365,1125,1125,365.0,1125.0,t,24,54,84,359,5,0,0,2018-11-14,2021-06-02,4.8,4.8,5.0,4.4,5.0,5.0,4.6,f
KDQUX,258.0,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,"• CW Canterbury is located in San Francisco, CA.",442029804,2022-01-25,"Princeville, HI","At Live Suite Resorts, we help timeshare owners rent their suites to cover their HOA fees.  We ask that you support our wonderful owners instead of the big hotel chains! Thank you!",within an hour,98%,65%,f,2592.0,"['email', 'phone']",t,t,Downtown/Civic Center,37.788051291859546,-122.41232779759656,Entire condo,Entire home/apt,4,1 bath,,2.0,"[""Hair dryer"", ""Dishwasher"", ""Air conditioning"", ""Smoke alarm"", ""Elevator"", ""Crib"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Coffee maker"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Extra pillows and blankets"", ""Hangers"", ""Wifi"", ""Heating"", ""Kitchen"", ""Building staff"", ""Hot water"", ""Dedicated workspace"", ""Gym"", ""First aid kit"", ""Refrigerator"", ""Bathtub"", ""Essentials"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Dishes and silverware"", ""Long term stays allowed"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Microwave"", ""TV with standard cable""]",2,365,2,2,365,365,2.0,365.0,t,30,57,87,362,0,0,0,,,,,,,,,,f
OWOCW,250.0,Condo in San Francisco · 2 bedrooms · 3 beds · 1.5 baths,"Upper Haight/Cole Valley. Just a few blocks from Golden Gate Park, Sutro Forest,  Buena Vista Park, the Panhandle, and the iconic Haight Ashbury district",2315122,2012-05-07,"San Francisco, CA","We're a kind, clean and respectful family of four and as much as we love San  Francisco, we also love to travel. I'm sure you do too. Let's connect. ",,,100%,f,1.0,"['email', 'phone']",t,t,Haight Ashbury,37.7685,-122.45199,Entire condo,Entire home/apt,4,1.5 baths,,3.0,"[""Hair dryer"", ""Smoke alarm"", ""Crib"", ""Free parking on premises"", ""Exercise equipment"", ""Children\u2019s dinnerware"", ""Fire extinguisher"", ""Coffee maker"", ""Dryer"", ""City skyline view"", ""Washer"", ""Carbon monoxide alarm"", ""HDTV with Apple TV, Disney+, HBO Max, Hulu, Netflix"", ""Wifi"", ""Heating"", ""BBQ grill"", ""Kitchen"", ""Dedicated workspace"", ""First aid kit"", ""Refrigerator"", ""Backyard"", ""Dishes and silverware"", ""Children\u2019s books and toys"", ""Garden view"", ""Pack \u2019n play/Travel crib""]",30,60,30,30,60,60,30.0,60.0,t,1,5,5,161,0,0,0,,,,,,,,,,t
X61T9,84.0,Rental unit in San Francisco · Studio · 1 bed · 1 bath,- Nitty Gritty neighborhood on edge of Tenderloin,4430421,2012-12-17,,We are a small company in San Francisco that owns a portfolio of buildings and specializes in short-term furnished rentals.  We offer a great alternative to a hotel stay at the fraction of the cost.  Our apartments are in iconic SF neighborhoods that will allow you to get a real SF experience.,within a few hours,88%,93%,f,155.0,"['email', 'phone']",t,t,Downtown/Civic Center,37.78457,-122.41667,Entire rental unit,Entire home/apt,2,1 bath,,1.0,"[""Essentials"", ""Heating"", ""Coffee maker"", ""Kitchen"", ""TV"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Elevator"", ""Iron"", ""Smoke alarm"", ""Wifi""]",30,150,30,30,1125,1125,30.0,1125.0,t,28,58,88,177,0,0,0,,,,,,,,,,f
